Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,DONE?
LDKA54010,V-TW-HYA,165.4658349,-34.70480317,0,2019-07-06T15:44:14.043000,2019-07-06T16:23:04.013000,2082.56,COS   ,PSA,G160M,1577,15204,2020-01-06T17:59:23,LDKA54010,
LDKA55010,V-TW-HYA,165.4658349,-34.70480317,0,2019-07-06T22:05:49.020000,2019-07-06T22:44:39.020000,2082.592,COS   ,PSA,G160M,1577,15204,2020-01-07T04:01:27,LDKA55010,
LDKA56010,V-TW-HYA,165.4658349,-34.70480316,0,2019-07-07T02:52:02.010000,2019-07-07T03:30:52.043000,2082.592,COS   ,PSA,G160M,1577,15204,2020-01-07T05:45:02,LDKA56010,
LDKA57010,V-TW-HYA,165.4658349,-34.70480316,0,2019-07-07T07:41:47.037000,2019-07-07T08:20:37.037000,2082.592,COS   ,PSA,G160M,1577,15204,2020-01-07T11:21:58,LDKA57010,
LDK701010,V-T-CHA,179.3053269,-79.35880704,2,2018-02-22T04:44:30.357000,2018-02-22T05:05:20.357000,1250.208,COS   ,PSA,G130M,1291,15128,2018-08-22T13:39:39,LDK701010,
LDK701020,V-T-CHA,179.3053269,-79.35880704,2,2018-02-22T05:08:57.333000,2018-02-22T05:21:27.333000,749.952,COS   ,PSA,G160M,1577,15128,2018-08-22T13:39:17,LDK701020,
LDK701030,V-T-CHA,179.3053269,-79.35880704,2,2018-02-22T05:24:38.357000,2018-02-22T05:29:13.357000,274.88,COS   ,PSA,G160M,1600,15128,2018-08-22T13:39:22,LDK701030,
LDK701040,V-T-CHA,179.3053269,-79.35880704,2,2018-02-22T06:10:10.357000,2018-02-22T06:26:50.357000,1000.192,COS   ,PSA,G130M,1291,15128,2018-08-22T13:39:43,LDK701040,
LDK701050,V-T-CHA,179.3053269,-79.35880704,2,2018-02-22T06:30:37.333000,2018-02-22T06:42:17.333000,699.968,COS   ,PSA,G160M,1577,15128,2018-08-22T13:39:21,LDK701050,
LDK701060,V-T-CHA,179.3053269,-79.35880704,2,2018-02-22T06:45:28.340000,2018-02-22T06:51:23.340000,354.816,COS   ,PSA,G160M,1600,15128,2018-08-22T13:42:11,LDK701060,
LDK701070,V-T-CHA,179.3053269,-79.35880705,2,2018-02-22T06:55:45.367000,2018-02-22T08:02:02.357000,1550.208,COS   ,PSA,G130M,1291,15128,2018-08-22T13:44:05,LDK701070,
LDK701080,V-T-CHA,179.3053269,-79.35880705,2,2018-02-22T08:05:49.333000,2018-02-22T08:17:39.333000,710.112,COS   ,PSA,G160M,1577,15128,2018-08-22T13:42:03,LDK701080,
LDK701090,V-T-CHA,179.3053269,-79.35880705,2,2018-02-22T08:20:50.357000,2018-02-22T08:26:50.357000,359.84,COS   ,PSA,G160M,1600,15128,2018-08-22T13:41:42,LDK701090,
LDK7010A0,V-T-CHA,179.3053268,-79.35880705,2,2018-02-22T08:31:03.350000,2018-02-22T08:40:13.350000,549.92,COS   ,PSA,G130M,1291,15128,2018-08-22T13:41:47,LDK7010A0,
LDK7010B0,V-T-CHA,179.3053268,-79.35880705,2,2018-02-22T09:20:37.333000,2018-02-22T09:30:47.333000,609.984,COS   ,PSA,G160M,1577,15128,2018-08-22T13:42:09,LDK7010B0,
LDK7010C0,V-T-CHA,179.3053268,-79.35880705,2,2018-02-22T09:33:58.357000,2018-02-22T09:38:58.357000,300,COS   ,PSA,G160M,1600,15128,2018-08-22T13:42:06,LDK7010C0,
LDK7010D0,V-T-CHA,179.3053268,-79.35880705,2,2018-02-22T09:53:45.207000,2018-02-22T10:19:01.197000,1029.76,COS   ,PSA,G140L,1105,15128,2018-08-22T13:43:38,LDK7010D0,
LDK702010,V-T-CHA,179.3053254,-79.35880713,2,2018-02-26T02:21:28.340000,2018-02-26T02:42:18.340000,1250.208,COS   ,PSA,G130M,1291,15128,2018-08-26T04:50:52,LDK702010,
LDK702020,V-T-CHA,179.3053254,-79.35880713,2,2018-02-26T02:45:55.347000,2018-02-26T02:58:25.350000,749.952,COS   ,PSA,G160M,1577,15128,2018-08-26T04:50:25,LDK702020,
LDK702030,V-T-CHA,179.3053254,-79.35880713,2,2018-02-26T03:01:36.340000,2018-02-26T03:06:11.340000,274.912,COS   ,PSA,G160M,1600,15128,2018-08-26T04:50:31,LDK702030,
LDK702040,V-T-CHA,179.3053254,-79.35880713,2,2018-02-26T03:47:58.357000,2018-02-26T04:04:38.357000,1000.192,COS   ,PSA,G130M,1291,15128,2018-08-26T08:32:51,LDK702040,
LDK702050,V-T-CHA,179.3053254,-79.35880713,2,2018-02-26T04:08:25.363000,2018-02-26T04:20:05.367000,700.096,COS   ,PSA,G160M,1577,15128,2018-08-26T08:31:04,LDK702050,
LDK702060,V-T-CHA,179.3053254,-79.35880713,2,2018-02-26T04:23:16.340000,2018-02-26T04:29:11.340000,354.88,COS   ,PSA,G160M,1600,15128,2018-08-26T08:31:04,LDK702060,
LDK702070,V-T-CHA,179.3053254,-79.35880713,2,2018-02-26T04:33:33.333000,2018-02-26T05:39:48.340000,1550.112,COS   ,PSA,G130M,1291,15128,2018-08-26T10:54:50,LDK702070,
LDK702080,V-T-CHA,179.3053254,-79.35880713,2,2018-02-26T05:43:35.347000,2018-02-26T05:55:25.347000,710.112,COS   ,PSA,G160M,1577,15128,2018-08-26T10:52:58,LDK702080,
LDK702090,V-T-CHA,179.3053254,-79.35880713,2,2018-02-26T05:58:36.340000,2018-02-26T06:04:36.340000,359.904,COS   ,PSA,G160M,1600,15128,2018-08-26T10:52:41,LDK702090,
LDK7020A0,V-T-CHA,179.3053254,-79.35880713,2,2018-02-26T06:08:49.363000,2018-02-26T06:17:59.367000,549.984,COS   ,PSA,G130M,1291,15128,2018-08-26T10:52:50,LDK7020A0,
LDK7020B0,V-T-CHA,179.3053254,-79.35880713,2,2018-02-26T06:58:22.357000,2018-02-26T07:08:32.357000,610.08,COS   ,PSA,G160M,1577,15128,2018-08-26T10:52:58,LDK7020B0,
LDK7020C0,V-T-CHA,179.3053254,-79.35880713,2,2018-02-26T07:11:43.350000,2018-02-26T07:16:43.350000,300,COS   ,PSA,G160M,1600,15128,2018-08-26T10:53:05,LDK7020C0,
LDK7020D0,V-T-CHA,179.3053254,-79.35880713,2,2018-02-26T07:31:30.197000,2018-02-26T07:56:46.220000,1029.76,COS   ,PSA,G140L,1105,15128,2018-08-26T14:54:14,LDK7020D0,
LDK703010,V-T-CHA,179.305324,-79.3588072,2,2018-03-02T00:06:22.323000,2018-03-02T00:27:12.327000,1250.208,COS   ,PSA,G130M,1291,15128,2018-09-02T02:39:06,LDK703010,
LDK703020,V-T-CHA,179.305324,-79.35880721,2,2018-03-02T00:30:49.397000,2018-03-02T00:43:19.397000,750.144,COS   ,PSA,G160M,1577,15128,2018-09-02T02:38:39,LDK703020,
LDK703030,V-T-CHA,179.305324,-79.35880721,2,2018-03-02T00:46:30.357000,2018-03-02T00:51:05.357000,274.88,COS   ,PSA,G160M,1600,15128,2018-09-02T02:38:44,LDK703030,
LDK703040,V-T-CHA,179.3053239,-79.35880721,2,2018-03-02T01:23:56.340000,2018-03-02T01:40:36.340000,1000.192,COS   ,PSA,G130M,1291,15128,2018-09-02T03:38:36,LDK703040,
LDK703050,V-T-CHA,179.3053239,-79.35880721,2,2018-03-02T01:44:23.413000,2018-03-02T01:56:03.413000,700.064,COS   ,PSA,G160M,1577,15128,2018-09-02T03:38:25,LDK703050,
LDK703060,V-T-CHA,179.3053239,-79.35880721,2,2018-03-02T01:59:14.323000,2018-03-02T02:05:09.327000,354.88,COS   ,PSA,G160M,1600,15128,2018-09-02T03:58:47,LDK703060,
LDK703070,V-T-CHA,179.3053239,-79.35880721,2,2018-03-02T02:09:31.413000,2018-03-02T03:15:45.430000,1550.144,COS   ,PSA,G130M,1291,15128,2018-09-02T05:41:54,LDK703070,
LDK703080,V-T-CHA,179.3053239,-79.35880721,2,2018-03-02T03:19:32.340000,2018-03-02T03:31:22.340000,710.112,COS   ,PSA,G160M,1577,15128,2018-09-02T05:39:38,LDK703080,
LDK703090,V-T-CHA,179.3053239,-79.35880721,2,2018-03-02T03:34:33.430000,2018-03-02T03:40:33.427000,359.936,COS   ,PSA,G160M,1600,15128,2018-09-02T05:39:26,LDK703090,
LDK7030A0,V-T-CHA,179.3053239,-79.35880721,2,2018-03-02T03:44:46.357000,2018-03-02T03:53:56.357000,550.016,COS   ,PSA,G130M,1291,15128,2018-09-02T05:39:35,LDK7030A0,
LDK7030B0,V-T-CHA,179.3053239,-79.35880721,2,2018-03-02T04:34:17.460000,2018-03-02T04:44:27.460000,610.08,COS   ,PSA,G160M,1577,15128,2018-09-02T09:22:19,LDK7030B0,
LDK7030C0,V-T-CHA,179.3053239,-79.35880721,2,2018-03-02T04:47:38.357000,2018-03-02T04:52:38.357000,299.904,COS   ,PSA,G160M,1600,15128,2018-09-02T09:22:34,LDK7030C0,
LDK7030D0,V-T-CHA,179.3053239,-79.35880721,2,2018-03-02T05:07:25.300000,2018-03-02T05:32:41.197000,1029.792,COS   ,PSA,G140L,1105,15128,2018-09-02T09:24:16,LDK7030D0,
LB9901010,HD135344B,228.9517569,-37.15452644,7,2010-03-14T07:13:56.797000,2010-03-14T07:32:01.797000,1085.184,COS   ,PSA,G160M,1577,11828,2011-03-14T13:04:37.810000,,
LB9901020,HD135344B,228.9517569,-37.15452644,7,2010-03-14T07:35:09.787000,2010-03-14T07:53:14.787000,1085.184,COS   ,PSA,G160M,1589,11828,2011-03-14T13:04:48.863000,,
LB9901030,HD135344B,228.9517569,-37.15452644,7,2010-03-14T08:32:23.803000,2010-03-14T08:47:13.803000,890.208,COS   ,PSA,G160M,1600,11828,2011-03-14T14:58:59.117000,,
LB9901040,HD135344B,228.9517569,-37.15452644,7,2010-03-14T08:50:21.787000,2010-03-14T09:05:11.787000,890.176,COS   ,PSA,G160M,1611,11828,2011-03-14T15:00:03.300000,,
LB9901050,HD135344B,228.9517569,-37.15452644,7,2010-03-14T09:08:19.803000,2010-03-14T09:23:04.803000,885.152,COS   ,PSA,G160M,1623,11828,2011-03-14T15:09:41.873000,,
LB9901060,HD135344B,228.9517569,-37.15452644,7,2010-03-14T10:08:22.813000,2010-03-14T10:23:12.813000,890.208,COS   ,PSA,G130M,1309,11828,2011-03-14T15:10:15.750000,,
LB9901070,HD135344B,228.9517569,-37.15452644,7,2010-03-14T10:26:20.797000,2010-03-14T10:41:10.797000,890.208,COS   ,PSA,G130M,1318,11828,2011-03-14T15:11:21.383000,,
LB9901080,HD135344B,228.9517569,-37.15452644,7,2010-03-14T10:44:18.813000,2010-03-14T10:59:03.813000,885.184,COS   ,PSA,G130M,1327,11828,2011-03-14T15:19:15.023000,,
